"geometry"
"POINT(16.490935510114376 59.36835666193741)"
"POINT(16.512793093941706 59.62373559826311)"
"POINT(16.514861043934793 59.623564558860636)"
"POINT(16.512321410124844 59.62454297357572)"
"POINT(16.51090195938018 59.626519423065076)"
"POINT(16.50983357378306 59.62477181289656)"
"POINT(16.51649973625326 59.624373207633674)"
"POINT(16.51670348487155 59.62421264378555)"
"POINT(16.50960148719557 59.62619521866601)"
"POINT(16.513475991275506 59.6213510738789)"
"POINT(16.508934336790297 59.625252273429574)"
"POINT(16.516766086426305 59.62470228795163)"
"POINT(16.51465103415713 59.624656407211006)"
"POINT(16.51093857527111 59.623793176280195)"
"POINT(16.5118275915654 59.62453279282935)"
"POINT(16.516607132740383 59.624147074778186)"
"POINT(16.512935692813862 59.622160541260534)"
"POINT(16.512751457230024 59.62624095825663)"
"POINT(16.51322369029784 59.626041603524456)"
"POINT(16.51448286619535 59.623946518659935)"
"POINT(16.51171786936298 59.62295492005866)"
"POINT(16.51152890751607 59.62541648279435)"
"POINT(16.509353759331965 59.625336471883216)"
"POINT(16.513012676444802 59.62525596012673)"
"POINT(16.510343749220517 59.62593495940738)"
"POINT(16.51626060778469 59.62354347942197)"
"POINT(16.51025934434216 59.62495457473344)"
"POINT(16.517078701477132 59.624646676619925)"
"POINT(16.507202385595853 59.62596617437874)"
"POINT(16.517213825890558 59.62467590672825)"
"POINT(16.510556953608493 59.624560983581254)"
"POINT(16.512892757286764 59.622250131742796)"
"POINT(16.512845548771857 59.626475706899456)"
"POINT(16.514433056240684 59.62295581464576)"
"POINT(16.510514831547923 59.62372321836447)"
"POINT(16.511814706338495 59.62311999726153)"
"POINT(16.514245653996014 59.62332841965685)"
"POINT(16.512847504840764 59.62247803563393)"
"POINT(16.513508966523535 59.62211690385582)"
"POINT(16.510678278835847 59.62392762131074)"
"POINT(16.513456921220317 59.62354858799048)"
"POINT(16.51365521583744 59.62168571416253)"
"POINT(16.50980705628954 59.62557153674878)"
"POINT(16.512605919985045 59.6222269276157)"
"POINT(16.508774628087316 59.62633250505688)"
"POINT(16.515138483500085 59.625929032991344)"
"POINT(16.512074785695102 59.624472914491456)"
"POINT(16.514085274207094 59.62511893587702)"
"POINT(16.508486954482798 59.62623568160323)"
"POINT(16.509364079973153 59.62617733379179)"
"POINT(16.50858935349062 59.62493246340002)"
"POINT(16.512244605491897 59.62540017306756)"
"POINT(16.508189935827026 59.625777722941244)"
"POINT(16.51250756399908 59.62485790590826)"
"POINT(16.515677860276767 59.62391768621219)"
"POINT(16.509666823173912 59.62525985170537)"
"POINT(16.513672428094832 59.623076961045065)"
"POINT(16.509011375184265 59.625968527125764)"
"POINT(16.51549068839363 59.62492964580846)"
"POINT(16.51273269397145 59.622226175132774)"
"POINT(16.50987317244161 59.62585882964868)"
"POINT(16.512725944799442 59.62395334640649)"
"POINT(16.51162757306905 59.624082037603735)"
"POINT(16.51480824019771 59.62393409570315)"
"POINT(16.509203935933886 59.62464619899867)"
"POINT(16.50949855597724 59.62433064307263)"
"POINT(16.511674043473217 59.623508688890034)"
"POINT(16.509438857867593 59.62542256459968)"
"POINT(16.516727248231753 59.62479928526835)"
"POINT(16.51610643805867 59.62498420230555)"
"POINT(16.513477970729745 59.62231494915191)"
"POINT(16.513707933875683 59.6222101790606)"
"POINT(16.51345201678246 59.62502456395113)"
"POINT(16.51348442917811 59.624205994785925)"
"POINT(16.51575794222769 59.62463120971314)"
"POINT(16.5142278577618 59.62316044398194)"
"POINT(16.511052317910252 59.62494613280546)"
"POINT(16.514594454757056 59.6246609993498)"
"POINT(16.515149197068588 59.624609613227705)"
"POINT(16.510398816809467 59.62368729593479)"
"POINT(16.51437518169956 59.62524503064662)"
"POINT(16.51291029764438 59.62340345347514)"
"POINT(16.508419409010525 59.62595409283596)"
"POINT(16.510443772801487 59.625030742217305)"
"POINT(16.51233501777433 59.62500166817106)"
"POINT(16.50835448269851 59.62575502938952)"
"POINT(16.513800569435727 59.6267249989836)"
"POINT(16.513350816107014 59.6222108453474)"
"POINT(16.51145201868271 59.624563556331346)"
"POINT(16.51366202277985 59.62341449717768)"
"POINT(16.51206993391726 59.62348987888168)"
"POINT(16.511223273301606 59.626518017485786)"
"POINT(16.514181923188033 59.62246140853179)"
"POINT(16.510015401882498 59.62590604896364)"
"POINT(16.51541486409246 59.6233364763827)"
"POINT(16.515260347166798 59.62456557917192)"
"POINT(16.516298588651118 59.624830603511)"
"POINT(16.51059364497347 59.62539492539892)"
"POINT(16.509881962570653 59.624160560121524)"
"POINT(16.515758385076975 59.62358206332907)"
"POINT(16.51702350927575 59.62462340890394)"
"POINT(16.512318377455788 59.62377904101323)"
"POINT(16.511299426794675 59.62526338115178)"
"POINT(16.513728891565712 59.6266435517365)"
"POINT(16.51483322594357 59.6232781088049)"
"POINT(16.513653719401365 59.626148460099444)"
"POINT(16.511806609301154 59.62359487579153)"
"POINT(16.51083810754686 59.62420988768511)"
"POINT(16.510373192662936 59.625655254621975)"
"POINT(16.51143032300468 59.62581079782193)"
"POINT(16.513032696858538 59.62411765219049)"
"POINT(16.515034227440527 59.62278362693616)"
"POINT(16.508673137795054 59.624939768821356)"
"POINT(16.51165946299647 59.622995624225226)"
"POINT(16.5135171502279 59.623316004177525)"
"POINT(16.50840598234679 59.625784635997086)"
"POINT(16.513669468637406 59.62533191450362)"
"POINT(16.515726617219546 59.62417729981784)"
"POINT(16.516899956293553 59.62469837401218)"
"POINT(16.516023054489047 59.62490650101712)"
"POINT(16.513199897759694 59.62219774331392)"
"POINT(16.514907124881393 59.62333743989317)"
"POINT(16.514089508485473 59.62454277204751)"
"POINT(16.51427852288138 59.62625106689755)"
"POINT(16.5109965011907 59.624113035916785)"
"POINT(16.513953797505845 59.622126978850915)"
"POINT(16.513720379871728 59.62449487909969)"
"POINT(16.51192470232345 59.62570330399395)"
"POINT(16.513867911903333 59.62606330691463)"
"POINT(16.51556131547292 59.62480490318524)"
"POINT(16.51408406612277 59.6248540549208)"
"POINT(16.51097217176024 59.626789009215734)"
"POINT(16.511413120773717 59.62633343429225)"
"POINT(16.515792146320248 59.62587981766412)"
"POINT(16.51501061539569 59.623005719475024)"
"POINT(16.508781084273355 59.62559328657868)"
"POINT(16.5145806624018 59.62616530296174)"
"POINT(16.51584097480051 59.62397291978756)"
"POINT(16.514469509702536 59.623412514692674)"
"POINT(16.509998743761262 59.6248466397479)"
"POINT(16.513739154319563 59.622401691808754)"
"POINT(16.51408003778507 59.623882270077196)"
"POINT(16.50929530361288 59.62565196561194)"
"POINT(16.50978228619903 59.62400299920584)"
"POINT(16.50964610322157 59.6259532519855)"
"POINT(16.510168900057337 59.62593098151445)"
"POINT(16.512475021820087 59.62312080674165)"
"POINT(16.514608991659234 59.62385240046111)"
"POINT(16.51174216053147 59.624652497146045)"
"POINT(16.51147085088391 59.62632106699776)"
"POINT(16.5136050372549 59.62658173729488)"
"POINT(16.512810704086895 59.622561950952885)"
"POINT(16.509643643810218 59.62415987303406)"
"POINT(16.509909611134038 59.62485896444641)"
"POINT(16.509067476896075 59.624826175452384)"
"POINT(16.51133422170911 59.625409308576856)"
"POINT(16.51345152318898 59.627292721880934)"
"POINT(16.510792117307194 59.62351786717698)"
"POINT(16.51527690461907 59.62278446988584)"
"POINT(16.51146841312067 59.623498347895)"
"POINT(16.51619376229836 59.62464446890404)"
"POINT(16.512308473713745 59.62638947349458)"
"POINT(16.5120166194017 59.62630406041095)"
"POINT(16.511354430860365 59.62289148030833)"
"POINT(16.5165404425741 59.62529524940634)"
"POINT(16.51258613488281 59.62230027077456)"
"POINT(16.51401533045009 59.622415794948964)"
"POINT(16.513797075476866 59.62425102000869)"
"POINT(16.5147746725925 59.62537696752164)"
"POINT(16.511836762502515 59.62578463978537)"
"POINT(16.51674308519525 59.624893967878556)"
"POINT(16.513120248839353 59.62335610713424)"
"POINT(16.515811636573567 59.62576458893844)"
"POINT(16.50995107629442 59.626435454743465)"
"POINT(16.512054466502725 59.62476688361507)"
"POINT(16.514336759622612 59.62415324303057)"
"POINT(16.511545776876048 59.62320663390564)"
"POINT(16.512639897412868 59.62422606243975)"
"POINT(16.50957049912198 59.625788955353244)"
"POINT(16.513055888152813 59.62639521075677)"
"POINT(16.516732770581687 59.62494644396129)"
"POINT(16.51474051828782 59.62664601884229)"
"POINT(16.511334387026903 59.626887778136705)"
"POINT(16.51074704811273 59.623592624085994)"
"POINT(16.50999864759492 59.625590855996556)"
"POINT(16.513423529377604 59.6229173833387)"
"POINT(16.50988141605265 59.624876653880676)"
"POINT(16.509028758862353 59.62491909119413)"
"POINT(16.513760397502327 59.62326074705731)"
"POINT(16.5149306266153 59.625598857055834)"
"POINT(16.514505380169417 59.62576690802646)"
"POINT(16.511341991886063 59.62659787308211)"
"POINT(16.51047906256159 59.62661617280653)"
"POINT(16.51372450292496 59.6249470921851)"
"POINT(16.514810246045283 59.62283507869786)"
"POINT(16.50850369177964 59.625944787462565)"
"POINT(16.51604770067458 59.62438378810783)"
"POINT(16.51507929959949 59.62514581751093)"
"POINT(16.511319943367116 59.62294703832522)"
"POINT(16.511077054561678 59.62450040119281)"
"POINT(16.51259668740983 59.62495450247801)"
"POINT(16.508345120961224 59.626233930710264)"
"POINT(16.513304601552584 59.62316189423719)"
"POINT(16.51267648231354 59.62592599261223)"
"POINT(16.513991344181342 59.62637126575198)"
"POINT(16.510326625249586 59.624617080673126)"
"POINT(16.510222803615488 59.62418532374617)"
"POINT(16.507565294484873 59.62573331838575)"
"POINT(16.512509102459017 59.62541782377725)"
"POINT(16.50999658613212 59.62495760174446)"
"POINT(16.512627521357153 59.626393575687956)"
"POINT(16.512658995978423 59.62481806246997)"
"POINT(16.514828886576048 59.62381072704552)"
"POINT(16.514012942573274 59.62542254007693)"
"POINT(16.51391979734092 59.626326659885805)"
"POINT(16.5148744318264 59.62319389605843)"
"POINT(16.511595683067792 59.62643857357805)"
"POINT(16.51139330743198 59.62667822848446)"
"POINT(16.51035922580122 59.62522227330688)"
"POINT(16.51216404356768 59.623126930348235)"
"POINT(16.508868858145366 59.62494736536649)"
"POINT(16.510967825328052 59.62497498651654)"
"POINT(16.51396613774295 59.621180429681075)"
"POINT(16.510076194656854 59.62506685936235)"
"POINT(16.511133318308495 59.623103710480486)"
"POINT(16.514083310197126 59.625707126538934)"
"POINT(16.509139312826676 59.62536055454675)"
"POINT(16.51383228955087 59.62435022093993)"
"POINT(16.51346454031929 59.62191955433797)"
"POINT(16.510296485014383 59.62635703240746)"
"POINT(16.514312365288067 59.62493900208047)"
"POINT(16.51321956117216 59.62650802897543)"
"POINT(16.513651920629115 59.624239616883884)"
"POINT(16.512663348918156 59.62635185296447)"
"POINT(16.51523139704672 59.62303025915436)"
"POINT(16.51073045015911 59.625440495838156)"
"POINT(16.515865959685257 59.62372571116889)"
"POINT(16.509484527449786 59.62501168511609)"
"POINT(16.51382094811294 59.625780284030974)"
"POINT(16.51316316879563 59.62343636629933)"
"POINT(16.511681404954793 59.62386172880322)"
"POINT(16.51556460830051 59.6230323470284)"
"POINT(16.509827857591848 59.6239814149593)"
"POINT(16.514699117099482 59.62608496560822)"
"POINT(16.514514487610732 59.623509011748645)"
"POINT(16.514905112985264 59.62233004176884)"
"POINT(16.51294739565947 59.62617214237908)"
"POINT(16.512653399460778 59.62563297489254)"
"POINT(16.513772668669336 59.62139684471742)"
"POINT(16.516350991847517 59.62431268912478)"
"POINT(16.513085912887927 59.62460610344199)"
"POINT(16.51607425118154 59.6242967540563)"
"POINT(16.515488565152644 59.6235554332877)"
"POINT(16.511044435519313 59.62393447471073)"
"POINT(16.511395668731602 59.62357391252479)"
"POINT(16.516321079262962 59.62501401234135)"
"POINT(16.508039720241158 59.626073450170814)"
"POINT(16.512844633161144 59.62506346595653)"
"POINT(16.510245750532757 59.62646389837687)"
"POINT(16.510560126292905 59.62351229959553)"
"POINT(16.51449766681338 59.62189464328766)"
"POINT(16.513472397445877 59.62508243383112)"
"POINT(16.51252580215947 59.626101694408405)"
"POINT(16.51186951522129 59.62445240711171)"
"POINT(16.513752421548634 59.624753509550004)"
"POINT(16.51206271735341 59.62406161969922)"
"POINT(16.512366518326264 59.624883506160494)"
"POINT(16.513419530329482 59.62460653437407)"
"POINT(16.516830972100717 59.624172795848956)"
"POINT(16.51341131012617 59.62201282623573)"
"POINT(16.510505291885487 59.62658851188736)"
"POINT(16.51408150739978 59.62685575832371)"
"POINT(16.5150138920598 59.62590922411908)"
"POINT(16.63480387135009 59.61915654135755)"
"POINT(16.62901707134143 59.61580393774075)"
"POINT(16.623543109970527 59.61785448855859)"
"POINT(16.627394409074086 59.620779637848145)"
"POINT(16.627682046574787 59.61890966869774)"
"POINT(16.63009681540405 59.61616827679233)"
"POINT(16.637631005644202 59.61553354493814)"
"POINT(16.625807794430482 59.61429173884265)"
"POINT(16.633104506909927 59.61454788948583)"
"POINT(16.637655124161935 59.61848079840614)"
"POINT(16.62384693314645 59.616510400355054)"
"POINT(16.622951913126073 59.61560999812968)"
"POINT(16.63453590744794 59.61952617338397)"
"POINT(16.63661141972679 59.61582482526266)"
"POINT(16.627598094169027 59.61703030950367)"
"POINT(16.634125695399618 59.616851062380775)"
"POINT(16.637327638519743 59.617249187474926)"
"POINT(16.6260500114119 59.61960053455392)"
"POINT(16.62431695761564 59.61427107057598)"
"POINT(16.634121985418414 59.61738301498)"
"POINT(16.62471298578918 59.617852597325175)"
"POINT(16.637823535550815 59.61586477911375)"
"POINT(16.63798535470003 59.61542640962854)"
"POINT(16.625641075603514 59.613772211160665)"
"POINT(16.638840777121768 59.61532897970356)"
"POINT(16.62444056438678 59.616442991358454)"
"POINT(16.632424335037715 59.618591425845786)"
"POINT(16.63640754172048 59.61713216345938)"
"POINT(16.62739211854295 59.61397178237611)"
"POINT(16.631760578121952 59.6212335872226)"
"POINT(16.624954124191106 59.615410223403096)"
"POINT(16.627606177922345 59.62053848104364)"
"POINT(16.61946929742204 59.614522533750495)"
"POINT(16.636269662556902 59.61534789615816)"
"POINT(16.636103703698815 59.61733390700021)"
"POINT(16.621174150834683 59.615217593295526)"
"POINT(16.618504701922074 59.61424061926069)"
"POINT(16.629630977555887 59.61776927441451)"
"POINT(16.620737515797078 59.61398237787531)"
"POINT(16.63518988571712 59.61475207610507)"
"POINT(16.625916280220558 59.61711588151813)"
"POINT(16.62996013564629 59.61416996710638)"
"POINT(16.627065007905806 59.616281533573584)"
"POINT(16.63180506664229 59.62102813236861)"
"POINT(16.63052731571031 59.61411054490924)"
"POINT(16.633158651668744 59.62025672897314)"
"POINT(16.632884371771677 59.61576696342652)"
"POINT(16.61869938006435 59.61455343701125)"
"POINT(16.625766972613707 59.621477887984625)"
"POINT(16.637416885871808 59.61476455626789)"
"POINT(16.62543188512727 59.62109750298017)"
"POINT(16.63644610138923 59.615543981074694)"
"POINT(16.62807938840761 59.61883648627624)"
"POINT(16.623605725068032 59.61750172375237)"
"POINT(16.631461482137613 59.621983967632474)"
"POINT(16.62942493791603 59.61672197951684)"
"POINT(16.62547209801401 59.614173498138605)"
"POINT(16.62769150033747 59.61468942842277)"
"POINT(16.628473792265943 59.61821633205475)"
"POINT(16.624138654355686 59.61482746092491)"
"POINT(16.631718143270003 59.62045056846495)"
"POINT(16.62282636822972 59.614765076729476)"
"POINT(16.636916814610597 59.61577615385807)"
"POINT(16.62752096224238 59.62107147368768)"
"POINT(16.637011148038614 59.617579109230206)"
"POINT(16.62531704497146 59.61609683402833)"
"POINT(16.617267213963203 59.61402043705853)"
"POINT(16.63630921520312 59.614788674852896)"
"POINT(16.61816380100348 59.615096391113234)"
"POINT(16.634627851397372 59.621555155271714)"
"POINT(16.627163681209897 59.619634261724634)"
"POINT(16.624218957958973 59.614181955202746)"
"POINT(16.628900264219325 59.61806669614964)"
"POINT(16.630529426036762 59.61450246515889)"
"POINT(16.624836949996613 59.618193721132776)"
"POINT(16.63340359735476 59.61876532782871)"
"POINT(16.624748732673925 59.61424786736517)"
"POINT(16.624537234416962 59.620133217030904)"
"POINT(16.63174611320703 59.62080446664735)"
"POINT(16.63201924905525 59.621554664244314)"
"POINT(16.630905618531685 59.617241120659436)"
"POINT(16.635960705099162 59.62047940762005)"
"POINT(16.63117548386239 59.61620412726035)"
"POINT(16.621290545015516 59.61507952011203)"
"POINT(16.629370118024717 59.61932831489639)"
"POINT(16.631388643215722 59.613900678186994)"
"POINT(16.634412875512137 59.6144199877921)"
"POINT(16.637110101571103 59.61977282505876)"
"POINT(16.631049649380913 59.6168773372209)"
"POINT(16.63045204911606 59.61929959589821)"
"POINT(16.63234716000635 59.62173403510031)"
"POINT(16.628730649241938 59.61913027196199)"
"POINT(16.624842599069957 59.617325414773674)"
"POINT(16.627601908376473 59.6160763457493)"
"POINT(16.62614307626605 59.62001506621091)"
"POINT(16.63276450730306 59.618557067623186)"
"POINT(16.623360268303614 59.615731745253356)"
"POINT(16.61846693615388 59.615281377549664)"
"POINT(16.627622116000623 59.615066650005915)"
"POINT(16.63691428103641 59.62049857208999)"
"POINT(16.633433159357498 59.615849752948854)"
"POINT(16.62992814953958 59.61826589955589)"
"POINT(16.63642803021386 59.614147685065696)"
"POINT(16.63364371741125 59.61900520654054)"
"POINT(16.63427424361944 59.62036523789425)"
"POINT(16.62678091920567 59.61747583062121)"
"POINT(16.636817820947105 59.61404785282971)"
"POINT(16.633522360042612 59.617713864962745)"
"POINT(16.63784733965149 59.6175119372133)"
"POINT(16.62922146855992 59.62139793395775)"
"POINT(16.629069146808572 59.62171653364077)"
"POINT(16.624515473121846 59.61961041936082)"
"POINT(16.622113526892985 59.615425950041896)"
"POINT(16.62269830571011 59.61439020005537)"
"POINT(16.630056417079484 59.621481935571126)"
"POINT(16.63015925134725 59.62192737284123)"
"POINT(16.621499411451918 59.6145574249615)"
"POINT(16.619341871841335 59.61484798645435)"
"POINT(16.62583407593435 59.61728693099744)"
"POINT(16.624075895195197 59.61529658023177)"
"POINT(16.63733297659884 59.62019777080476)"
"POINT(16.623918151086755 59.61997004659982)"
"POINT(16.622610107572413 59.61750438298061)"
"POINT(16.622856969271453 59.61789439265643)"
"POINT(16.62443950056983 59.615882660835766)"
"POINT(16.627474459080112 59.61525281842184)"
"POINT(16.62907023510284 59.61950806730248)"
"POINT(16.62041355354888 59.61489492838156)"
"POINT(16.63373108095223 59.61500665054259)"
"POINT(16.632126465366305 59.61991182339905)"
"POINT(16.619216902986306 59.61418672029609)"
"POINT(16.628392596301975 59.62089840835388)"
"POINT(16.624463956201016 59.61968346735057)"
"POINT(16.63482875105275 59.62089870146377)"
"POINT(16.626138759245855 59.61529385250727)"
"POINT(16.6373567864124 59.6140191256034)"
"POINT(16.623256316253208 59.614943300021615)"
"POINT(16.635701924763804 59.61973541976134)"
"POINT(16.62651205598556 59.61745197850697)"
"POINT(16.631479810550456 59.61747404578837)"
"POINT(16.633432860729858 59.61430385709984)"
"POINT(16.619884933929107 59.615419782288704)"
"POINT(16.629608958625717 59.62072902096018)"
"POINT(16.626142522886337 59.62055621173037)"
"POINT(16.618222627688578 59.61519983345387)"
"POINT(16.632206347763287 59.6151193185272)"
"POINT(16.62791079181805 59.61999622945239)"
"POINT(16.63841722114803 59.615500631275)"
"POINT(16.63673852431543 59.62092146276829)"
"POINT(16.632260450978986 59.621389161059255)"
"POINT(16.629700196328493 59.618281683428506)"
"POINT(16.624845733176983 59.61706373749427)"
"POINT(16.61860991690498 59.61447897235501)"
"POINT(16.627217691015574 59.62167809739561)"
"POINT(16.636490278033847 59.615118252401324)"
"POINT(16.62190546110609 59.616150271340764)"
"POINT(16.634290462395956 59.61413358071309)"
"POINT(16.62468916092414 59.620156417917016)"
"POINT(16.625506875060562 59.6192982930544)"
"POINT(16.635956604791062 59.615434733608694)"
"POINT(16.63021154807098 59.62208946753618)"
"POINT(16.62970530886683 59.61479546548642)"
"POINT(16.63789228143538 59.61404198291005)"
"POINT(16.637491939919823 59.61929810752052)"
"POINT(16.635626039856778 59.616482594281386)"
"POINT(16.63019620551063 59.61953274424193)"
"POINT(16.630979397213647 59.621706615559404)"
"POINT(16.62435447453315 59.61790372871579)"
"POINT(16.637946016839862 59.6141537040745)"
"POINT(16.628179821479296 59.6175698300608)"
"POINT(16.62286710477746 59.617276558142656)"
"POINT(16.633171805895575 59.61518772830853)"
"POINT(16.63254611371027 59.62113566571054)"
"POINT(16.624337443896312 59.61737835227992)"
"POINT(16.63850566065008 59.61427450537554)"
"POINT(16.63219248939662 59.61923870755231)"
"POINT(16.626152299254876 59.6185284286474)"
"POINT(16.636552867091737 59.62172015135563)"
"POINT(16.626898913625446 59.61571503716217)"
"POINT(16.629759318878794 59.61912539775553)"
"POINT(16.63583543108393 59.62166360701039)"
"POINT(16.62615318401903 59.617163924700364)"
"POINT(16.628524719920037 59.616782061854025)"
"POINT(16.633113154824713 59.61456113267257)"
"POINT(16.62897777366606 59.61926093142465)"
"POINT(16.63197391662095 59.614100366636855)"
"POINT(16.62177996570463 59.61653158782365)"
"POINT(16.623903272450427 59.61838212304458)"
"POINT(16.635368498368152 59.616902270826905)"
"POINT(16.635227489194094 59.61663448039808)"
"POINT(16.62659874470517 59.62210861853824)"
"POINT(16.631425688881585 59.6145104669152)"
"POINT(16.630026478655672 59.61478463980682)"
"POINT(16.634934836248107 59.620518669080205)"
"POINT(16.631426726306238 59.62200208030226)"
"POINT(16.62661254281663 59.615787576180296)"
"POINT(16.63446649847061 59.61831933951394)"
"POINT(16.637344347271814 59.61910398253643)"
"POINT(16.63207613981627 59.61822636932799)"
"POINT(16.62673050760164 59.618411624281286)"
"POINT(16.633985485560082 59.61940899955074)"
"POINT(16.619506086126293 59.61606882705012)"
"POINT(16.620002420656252 59.614236300465386)"
"POINT(16.634672453684825 59.614934157585765)"
"POINT(16.62991403548658 59.61902539744111)"
"POINT(16.629036151844016 59.62018668844859)"
"POINT(16.637121968458324 59.61749007950621)"
"POINT(16.63535861782101 59.62124270226901)"
"POINT(16.637516829756127 59.615442214611264)"
"POINT(16.633402269556107 59.61485274894646)"
"POINT(16.636411012502094 59.6179877757244)"
"POINT(16.63108726875331 59.6150393327437)"
"POINT(16.63756880496776 59.615876651846264)"
"POINT(16.6279735183082 59.614058555804746)"
"POINT(16.62865320511699 59.616427787357516)"
"POINT(16.637139884048374 59.615502565999904)"
"POINT(16.628352304302293 59.613863716878406)"
"POINT(16.634342588312187 59.61905891231823)"
"POINT(16.633931657200694 59.620304254431716)"
"POINT(16.635910217216665 59.61660371027048)"
"POINT(16.627566422079784 59.622266692795726)"
"POINT(16.621774569557346 59.618187382245445)"
"POINT(16.631005018104705 59.616634690511745)"
"POINT(16.62752776951482 59.62159182853586)"
"POINT(16.629686794218767 59.618024188563346)"
"POINT(16.621044766489806 59.616484996355105)"
"POINT(16.63431363194203 59.619799164174744)"
"POINT(16.630949227359036 59.61949921525065)"
"POINT(16.620680927434368 59.616256265027054)"
"POINT(16.624298750739047 59.61810676431182)"
"POINT(16.627545775210148 59.614736420995484)"
"POINT(16.631046110412754 59.620508065489005)"
"POINT(16.617888425289944 59.61390886660377)"
"POINT(16.62795359737087 59.615936924366274)"
"POINT(16.625864148104178 59.621158533931116)"
"POINT(16.628577631709902 59.61669549371629)"
"POINT(16.630747786919017 59.61435114008348)"
"POINT(16.634431364115823 59.61534994902003)"
"POINT(16.63511110718396 59.61924695724361)"
"POINT(16.626966377761317 59.6211515360349)"
"POINT(16.625634366870102 59.62026661943239)"
"POINT(16.638100945168972 59.617397950435254)"
"POINT(16.61815209913136 59.61391249317714)"
"POINT(16.61832758640812 59.61476803920026)"
"POINT(16.626651616026773 59.617218227833916)"
"POINT(16.63470070035839 59.6150280488451)"
"POINT(16.63711115520745 59.61642098937144)"
"POINT(16.633058557867244 59.61622554597668)"
"POINT(16.6342312227098 59.61796576767208)"
"POINT(16.630255182969833 59.61791927597504)"
"POINT(16.633201594006866 59.6170301305572)"
"POINT(16.62588874346598 59.61390167461583)"
"POINT(16.61871021262877 59.614966599063365)"
"POINT(16.624406175287305 59.615469833827426)"
"POINT(16.625088726712203 59.619928054361246)"
"POINT(16.627533544377247 59.61870779319758)"
"POINT(16.619328723954666 59.61418853375209)"
"POINT(16.631109651500285 59.62115501001408)"
"POINT(16.629244913304326 59.61660461906781)"
"POINT(16.626736677731905 59.61624575514941)"
"POINT(16.621932386890506 59.61666635140721)"
"POINT(16.635872559989274 59.615121118709425)"
"POINT(16.629071510268023 59.61771305005204)"
"POINT(16.631454215795465 59.61617186053286)"
"POINT(16.62513032507681 59.6147278440185)"
"POINT(16.628293864260968 59.61913601913429)"
"POINT(16.626472214552557 59.61750660495331)"
"POINT(16.623789230823803 59.61618921817406)"
"POINT(16.628257789726693 59.62092403250201)"
"POINT(16.630067426734016 59.620946449777925)"
"POINT(16.627416321308935 59.614683265446054)"
"POINT(16.63358683119296 59.614001477691865)"
"POINT(16.632264343942285 59.61920534116129)"
"POINT(16.62555295854216 59.62097542807441)"
"POINT(16.623040657298397 59.615564581719276)"
"POINT(16.632290428879486 59.62060284043851)"
"POINT(16.630881892111404 59.620585726616056)"
"POINT(16.625319762601038 59.61473508460809)"
"POINT(16.620916185535986 59.61737564262924)"
"POINT(16.624453842066856 59.61629109015284)"
"POINT(16.628880343046493 59.620636045941346)"
"POINT(16.635784319897876 59.61665845664225)"
"POINT(16.62767648537187 59.61764226914118)"
"POINT(16.63310535605773 59.62031695803879)"
"POINT(16.62754072069528 59.61976068588477)"
"POINT(16.62784159551485 59.615369006193035)"
"POINT(16.630152730332227 59.62115043003072)"
"POINT(16.636414619754554 59.61718672441048)"
"POINT(16.635049725903382 59.61996648363022)"
"POINT(16.630872918238516 59.613890311804944)"
"POINT(16.618711864563146 59.61534324573551)"
"POINT(16.635034713606995 59.61993146992634)"
"POINT(16.628795122805037 59.620601589882725)"
"POINT(16.62732813470906 59.61471566854331)"
"POINT(16.637628988278394 59.61914953480678)"
"POINT(16.63059876631002 59.618949370911054)"
"POINT(16.634265220258538 59.6217956493436)"
"POINT(16.63195574949587 59.62045555818844)"
"POINT(16.631997197111712 59.618570181993334)"
"POINT(16.6290346392383 59.621014818787835)"
"POINT(16.55870497409651 59.62382614193671)"
"POINT(16.55745018602584 59.62627613923342)"
"POINT(16.560190846781406 59.62674959876143)"
"POINT(16.564139019174156 59.62396987582246)"
"POINT(16.55982078837529 59.62491772467055)"
"POINT(16.564746057314533 59.62540281840865)"
"POINT(16.56440123942422 59.62703121625563)"
"POINT(16.559643617904836 59.62277838574477)"
"POINT(16.558733316025073 59.62365008968859)"
"POINT(16.560646626601766 59.62333438286733)"
"POINT(16.55954608794552 59.62621328826645)"
"POINT(16.556692289499864 59.62673480970761)"
"POINT(16.56333381132254 59.62701630994463)"
"POINT(16.563305348603553 59.626237351471524)"
"POINT(16.562148525191304 59.626069119022894)"
"POINT(16.559401582150926 59.622747915825435)"
"POINT(16.562312172895496 59.62314463860855)"
"POINT(16.557795401926303 59.62401133474331)"
"POINT(16.560273686621496 59.62494042590899)"
"POINT(16.561031366474097 59.62494503039201)"
"POINT(16.5568384630303 59.62703117992865)"
"POINT(16.56105384030157 59.625210018336695)"
"POINT(16.563673879177074 59.623071280210326)"
"POINT(16.5590829713462 59.62614959429073)"
"POINT(16.564084865152097 59.62396996504612)"
"POINT(16.558496445524664 59.62677218749733)"
"POINT(16.562447222566803 59.624284185832686)"
"POINT(16.564462327234335 59.626918086919915)"
"POINT(16.560546917599545 59.625081982180134)"
"POINT(16.559930127470462 59.62717762052969)"
"POINT(16.56489658864412 59.62669720376028)"
"POINT(16.56415062840676 59.627115030776956)"
"POINT(16.55780597222311 59.62665204441745)"
"POINT(16.557502551778217 59.62529552000432)"
"POINT(16.563412173434717 59.626652114564784)"
